"item_id","timestamp","units_sold","demand_drivers"
"CUST_003_ITEM_0243","2021-04-04","2437","{""avg_unit_price"" : 19.89, ""cust_instock"" : 0.9039}"
"CUST_003_ITEM_0243","2021-04-11","1715","{""avg_unit_price"" : 19.92, ""cust_instock"" : 0.8660}"
"CUST_003_ITEM_0243","2021-04-18","1561","{""avg_unit_price"" : 20, ""cust_instock"" : 0.8961}"
"CUST_003_ITEM_0243","2021-04-25","1728","{""avg_unit_price"" : 19.87, ""cust_instock"" : 0.9548}"
"CUST_003_ITEM_0243","2021-05-02","1932","{""avg_unit_price"" : 19.87, ""cust_instock"" : 0.9479}"
"CUST_003_ITEM_0243","2021-05-09","1771","{""avg_unit_price"" : 19.85, ""cust_instock"" : 0.9581}"
"CUST_003_ITEM_0243","2021-05-16","1939","{""avg_unit_price"" : 19.83, ""cust_instock"" : 0.9609}"
"CUST_003_ITEM_0243","2021-05-23","1874","{""avg_unit_price"" : 19.72, ""cust_instock"" : 0.9564}"
"CUST_003_ITEM_0243","2021-05-30","1992","{""avg_unit_price"" : 19.72, ""cust_instock"" : 0.9475}"
"CUST_003_ITEM_0243","2021-06-06","2064","{""avg_unit_price"" : 19.74, ""cust_instock"" : 0.9520}"
"CUST_003_ITEM_0243","2021-06-13","1900","{""avg_unit_price"" : 19.73, ""cust_instock"" : 0.9591}"
"CUST_003_ITEM_0243","2021-06-20","1949","{""avg_unit_price"" : 19.67, ""cust_instock"" : 0.9518}"
"CUST_003_ITEM_0243","2021-06-27","1980","{""avg_unit_price"" : 19.76, ""cust_instock"" : 0.9299}"
"CUST_003_ITEM_0243","2021-07-04","1891","{""avg_unit_price"" : 19.78, ""cust_instock"" : 0.9376}"
"CUST_003_ITEM_0243","2021-07-11","2492","{""avg_unit_price"" : 19.73, ""cust_instock"" : 0.9137}"
"CUST_003_ITEM_0243","2021-07-18","2497","{""avg_unit_price"" : 19.71, ""cust_instock"" : 0.8596}"
"CUST_003_ITEM_0243","2021-07-25","1984","{""avg_unit_price"" : 19.73, ""cust_instock"" : 0.8478}"
"CUST_003_ITEM_0243","2021-08-01","2011","{""avg_unit_price"" : 19.71, ""cust_instock"" : 0.8713}"
"CUST_003_ITEM_0243","2021-08-08","2215","{""avg_unit_price"" : 19.72, ""cust_instock"" : 0.8992}"
"CUST_003_ITEM_0243","2021-08-15","2432","{""avg_unit_price"" : 19.75, ""cust_instock"" : 0.9302}"
"CUST_003_ITEM_0243","2021-08-22","2272","{""avg_unit_price"" : 19.71, ""cust_instock"" : 0.9393}"
"CUST_003_ITEM_0243","2021-08-29","2259","{""avg_unit_price"" : 19.68, ""cust_instock"" : 0.9406}"
"CUST_003_ITEM_0243","2021-09-05","2238","{""avg_unit_price"" : 19.62, ""cust_instock"" : 0.9233}"
"CUST_003_ITEM_0243","2021-09-12","2364","{""avg_unit_price"" : 19.55, ""cust_instock"" : 0.9505}"
"CUST_003_ITEM_0243","2021-09-19","2402","{""avg_unit_price"" : 19.52, ""cust_instock"" : 0.9520}"
"CUST_003_ITEM_0243","2021-09-26","2311","{""avg_unit_price"" : 19.43, ""cust_instock"" : 0.9551}"
"CUST_003_ITEM_0243","2021-10-03","2500","{""avg_unit_price"" : 19.37, ""cust_instock"" : 0.9496}"
"CUST_003_ITEM_0243","2021-10-10","2508","{""avg_unit_price"" : 19.37, ""cust_instock"" : 0.9515}"
"CUST_003_ITEM_0243","2021-10-17","2893","{""avg_unit_price"" : 19.23, ""cust_instock"" : 0.9581}"
"CUST_003_ITEM_0243","2021-10-24","2898","{""avg_unit_price"" : 19.12, ""cust_instock"" : 0.9571}"
"CUST_003_ITEM_0243","2021-10-31","3341","{""avg_unit_price"" : 19.02, ""cust_instock"" : 0.9571}"
"CUST_003_ITEM_0243","2021-11-07","4414","{""avg_unit_price"" : 19.05, ""cust_instock"" : 0.9746}"
"CUST_003_ITEM_0243","2021-11-14","5761","{""avg_unit_price"" : 19.11, ""cust_instock"" : 0.9706}"
"CUST_003_ITEM_0243","2021-11-21","8165","{""avg_unit_price"" : 19.28, ""cust_instock"" : 0.9662}"
"CUST_003_ITEM_0243","2021-11-28","8698","{""avg_unit_price"" : 19.05, ""cust_instock"" : 0.9608}"
"CUST_003_ITEM_0243","2021-12-05","12518","{""avg_unit_price"" : 19.25, ""cust_instock"" : 0.9430}"
"CUST_003_ITEM_0243","2021-12-12","19261","{""avg_unit_price"" : 19.24, ""cust_instock"" : 0.8564}"
"CUST_003_ITEM_0243","2021-12-19","17393","{""avg_unit_price"" : 19.43, ""cust_instock"" : 0.4081}"
"CUST_003_ITEM_0243","2021-12-26","309","{""avg_unit_price"" : 20.71, ""cust_instock"" : 0.4183}"
"CUST_003_ITEM_0243","2022-01-02","506","{""avg_unit_price"" : 20.87, ""cust_instock"" : 0.5557}"
"CUST_003_ITEM_0243","2022-01-09","820","{""avg_unit_price"" : 20.48, ""cust_instock"" : 0.7234}"
"CUST_003_ITEM_0243","2022-01-16","1080","{""avg_unit_price"" : 20.71, ""cust_instock"" : 0.8541}"
"CUST_003_ITEM_0243","2022-01-23","1282","{""avg_unit_price"" : 20.55, ""cust_instock"" : 0.8789}"
"CUST_003_ITEM_0243","2022-01-30","1320","{""avg_unit_price"" : 20.6, ""cust_instock"" : 0.8936}"
"CUST_003_ITEM_0243","2022-02-06","1463","{""avg_unit_price"" : 20.79, ""cust_instock"" : 0.9071}"
"CUST_003_ITEM_0243","2022-02-13","1613","{""avg_unit_price"" : 20.78, ""cust_instock"" : 0.9477}"
"CUST_003_ITEM_0243","2022-02-20","1843","{""avg_unit_price"" : 21.02, ""cust_instock"" : 0.9705}"
"CUST_003_ITEM_0243","2022-02-27","2072","{""avg_unit_price"" : 20.88, ""cust_instock"" : 0.9745}"
"CUST_003_ITEM_0243","2022-03-06","1877","{""avg_unit_price"" : 20.82, ""cust_instock"" : 0.9725}"
"CUST_003_ITEM_0243","2022-03-13","1831","{""avg_unit_price"" : 20.91, ""cust_instock"" : 0.9552}"
"CUST_003_ITEM_0243","2022-03-20","1664","{""avg_unit_price"" : 20.87, ""cust_instock"" : 0.9549}"
"CUST_003_ITEM_0243","2022-03-27","1613","{""avg_unit_price"" : 20.73, ""cust_instock"" : 0.9553}"
"CUST_003_ITEM_0243","2022-04-03","1570","{""avg_unit_price"" : 20.81, ""cust_instock"" : 0.9396}"
"CUST_003_ITEM_0243","2022-04-10","1819","{""avg_unit_price"" : 20.72, ""cust_instock"" : 0.9258}"
"CUST_003_ITEM_0243","2022-04-17","1788","{""avg_unit_price"" : 20.75, ""cust_instock"" : 0.9163}"
"CUST_003_ITEM_0243","2022-04-24","1494","{""avg_unit_price"" : 20.7, ""cust_instock"" : 0.9096}"
"CUST_003_ITEM_0243","2022-05-01","1520","{""avg_unit_price"" : 20.73, ""cust_instock"" : 0.9531}"
"CUST_003_ITEM_0243","2022-05-08","1369","{""avg_unit_price"" : 20.71, ""cust_instock"" : 0.9772}"
"CUST_003_ITEM_0243","2022-05-15","1540","{""avg_unit_price"" : 20.75, ""cust_instock"" : 0.9731}"
"CUST_003_ITEM_0243","2022-05-22","1508","{""avg_unit_price"" : 20.73, ""cust_instock"" : 0.9636}"
"CUST_003_ITEM_0243","2022-05-29","1400","{""avg_unit_price"" : 20.71, ""cust_instock"" : 0.9470}"
"CUST_003_ITEM_0243","2022-06-05","1513","{""avg_unit_price"" : 20.74, ""cust_instock"" : 0.9475}"
"CUST_003_ITEM_0243","2022-06-12","1477","{""avg_unit_price"" : 20.72, ""cust_instock"" : 0.9737}"
"CUST_003_ITEM_0243","2022-06-19","1760","{""avg_unit_price"" : 18.47, ""cust_instock"" : 0.9783}"
"CUST_003_ITEM_0243","2022-06-26","2337","{""avg_unit_price"" : 16.290000000000003, ""cust_instock"" : 0.9471}"
"CUST_003_ITEM_0243","2022-07-03","2212","{""avg_unit_price"" : 16.05, ""cust_instock"" : 0.9069}"
"CUST_003_ITEM_0243","2022-07-10","2250","{""avg_unit_price"" : 16.02, ""cust_instock"" : 0.8902}"
"CUST_003_ITEM_0243","2022-07-17","2176","{""avg_unit_price"" : 16, ""cust_instock"" : 0.8565}"
"CUST_003_ITEM_0243","2022-07-24","2071","{""avg_unit_price"" : 16, ""cust_instock"" : 0.8819}"
"CUST_003_ITEM_0243","2022-07-31","2088","{""avg_unit_price"" : 16.990000000000002, ""cust_instock"" : 0.9022}"
"CUST_003_ITEM_0243","2022-08-07","1831","{""avg_unit_price"" : 19.09, ""cust_instock"" : 0.9395}"
"CUST_003_ITEM_0243","2022-08-14","1888","{""avg_unit_price"" : 19.35, ""cust_instock"" : 0.9537}"
"CUST_003_ITEM_0243","2022-08-21","2008","{""avg_unit_price"" : 19.39, ""cust_instock"" : 0.9463}"
"CUST_003_ITEM_0243","2022-08-28","2428","{""avg_unit_price"" : 18.21, ""cust_instock"" : 0.9478}"
"CUST_003_ITEM_0243","2022-09-04","2627","{""avg_unit_price"" : 16.25, ""cust_instock"" : 0.9479}"
"CUST_003_ITEM_0243","2022-09-11","2544","{""avg_unit_price"" : 16.01, ""cust_instock"" : 0.9214}"
"CUST_003_ITEM_0243","2022-09-18","2361","{""avg_unit_price"" : 15.99, ""cust_instock"" : 0.9123}"
"CUST_003_ITEM_0243","2022-09-25","2220","{""avg_unit_price"" : 15.93, ""cust_instock"" : 0.8930}"
"CUST_003_ITEM_0243","2022-10-02","2317","{""avg_unit_price"" : 15.95, ""cust_instock"" : 0.9159}"
"CUST_003_ITEM_0243","2022-10-09","2426","{""avg_unit_price"" : 16.03, ""cust_instock"" : 0.9097}"
"CUST_003_ITEM_0243","2022-10-16","2012","{""avg_unit_price"" : 17.819999999999997, ""cust_instock"" : 0.9552}"
"CUST_003_ITEM_0243","2022-10-23","2057","{""avg_unit_price"" : 18.67, ""cust_instock"" : 0.9697}"
"CUST_003_ITEM_0243","2022-10-30","2221","{""avg_unit_price"" : 18.79, ""cust_instock"" : 0.9898}"
"CUST_003_ITEM_0243","2022-11-06","3063","{""avg_unit_price"" : 18.8, ""cust_instock"" : 0.9934}"
"CUST_003_ITEM_0243","2022-11-13","3586","{""avg_unit_price"" : 18.860000000000003, ""cust_instock"" : 0.9946}"
"CUST_003_ITEM_0243","2022-11-20","5727","{""avg_unit_price"" : 18.97, ""cust_instock"" : 0.9931}"
"CUST_003_ITEM_0243","2022-11-27","6063","{""avg_unit_price"" : 18.65, ""cust_instock"" : 0.9904}"
"CUST_003_ITEM_0243","2022-12-04","8968","{""avg_unit_price"" : 19.11, ""cust_instock"" : 0.9929}"
"CUST_003_ITEM_0243","2022-12-11","13916","{""avg_unit_price"" : 18.84, ""cust_instock"" : 0.9802}"
"CUST_003_ITEM_0243","2022-12-18","23090","{""avg_unit_price"" : 18.68, ""cust_instock"" : 0.7788}"
"CUST_003_ITEM_0243","2022-12-25","3794","{""avg_unit_price"" : 19.31, ""cust_instock"" : 0.8217}"
"CUST_003_ITEM_0243","2023-01-01","1567","{""avg_unit_price"" : 19.24, ""cust_instock"" : 0.8797}"
"CUST_003_ITEM_0243","2023-01-08","1626","{""avg_unit_price"" : 19.04, ""cust_instock"" : 0.9485}"
"CUST_003_ITEM_0243","2023-01-15","1731","{""avg_unit_price"" : 18.790000000000003, ""cust_instock"" : 0.9511}"
"CUST_003_ITEM_0243","2023-01-22","1604","{""avg_unit_price"" : 19.18, ""cust_instock"" : 0.9457}"
"CUST_003_ITEM_0243","2023-01-29","1563","{""avg_unit_price"" : 19.48, ""cust_instock"" : 0.9304}"
"CUST_003_ITEM_0243","2023-02-05","1527","{""avg_unit_price"" : 19.56, ""cust_instock"" : 0.9355}"
"CUST_003_ITEM_0243","2023-02-12","1661","{""avg_unit_price"" : 19.53, ""cust_instock"" : 0.9605}"
"CUST_003_ITEM_0243","2023-02-19","1974","{""avg_unit_price"" : 19.54, ""cust_instock"" : 0.9490}"
"CUST_003_ITEM_0243","2023-02-26","1930","{""avg_unit_price"" : 19.56, ""cust_instock"" : 0.9518}"
"CUST_003_ITEM_0243","2023-03-05","1844","{""avg_unit_price"" : 19.61, ""cust_instock"" : 0.9434}"
"CUST_003_ITEM_0243","2023-03-12","1758","{""avg_unit_price"" : 19.7, ""cust_instock"" : 0.9216}"
"CUST_003_ITEM_0243","2023-03-19","1641","{""avg_unit_price"" : 19.65, ""cust_instock"" : 0.9152}"
"CUST_003_ITEM_0243","2023-03-26","1688","{""avg_unit_price"" : 19.61, ""cust_instock"" : 0.9512}"
"CUST_003_ITEM_0243","2023-04-02","2158","{""avg_unit_price"" : 19.53, ""cust_instock"" : 0.9194}"
"CUST_003_ITEM_0243","2023-04-09","1793","{""avg_unit_price"" : 19.360000000000003, ""cust_instock"" : 0.8717}"
"CUST_003_ITEM_0243","2023-04-16","1403","{""avg_unit_price"" : 19.38, ""cust_instock"" : 0.8201}"
"CUST_003_ITEM_0243","2023-04-23","1361","{""avg_unit_price"" : 19.42, ""cust_instock"" : 0.8663}"
"CUST_003_ITEM_0243","2023-04-30","1714","{""avg_unit_price"" : 19.38, ""cust_instock"" : 0.9059}"
"CUST_003_ITEM_0243","2023-05-07","1637","{""avg_unit_price"" : 18.98, ""cust_instock"" : 0.9321}"
"CUST_003_ITEM_0243","2023-05-14","1540","{""avg_unit_price"" : 19.12, ""cust_instock"" : 0.9504}"
"CUST_003_ITEM_0243","2023-05-21","1577","{""avg_unit_price"" : 19.42, ""cust_instock"" : 0.9525}"
"CUST_003_ITEM_0243","2023-05-28","1587","{""avg_unit_price"" : 19.36, ""cust_instock"" : 0.9667}"
"CUST_003_ITEM_0243","2023-06-04","1632","{""avg_unit_price"" : 19.5, ""cust_instock"" : 0.9491}"
"CUST_003_ITEM_0243","2023-06-11","1747","{""avg_unit_price"" : 19.5, ""cust_instock"" : 0.9340}"
"CUST_003_ITEM_0243","2023-06-18","1788","{""avg_unit_price"" : 19.21, ""cust_instock"" : 0.9433}"
"CUST_003_ITEM_0243","2023-06-25","2105","{""avg_unit_price"" : 19.07, ""cust_instock"" : 0.9591}"
"CUST_003_ITEM_0243","2023-07-02","2136","{""avg_unit_price"" : 19.13, ""cust_instock"" : 0.9334}"
"CUST_003_ITEM_0243","2023-07-09","2055","{""avg_unit_price"" : 19.1, ""cust_instock"" : 0.9202}"
"CUST_003_ITEM_0243","2023-07-16","2132","{""avg_unit_price"" : 19.16, ""cust_instock"" : 0.9097}"
"CUST_003_ITEM_0243","2023-07-23","1913","{""avg_unit_price"" : 19.31, ""cust_instock"" : 0.9028}"
"CUST_003_ITEM_0243","2023-07-30","1964","{""avg_unit_price"" : 19.200000000000003, ""cust_instock"" : 0.9243}"
"CUST_003_ITEM_0243","2023-08-06","2120","{""avg_unit_price"" : 19.18, ""cust_instock"" : 0.9225}"
"CUST_003_ITEM_0243","2023-08-13","2188","{""avg_unit_price"" : 19.08, ""cust_instock"" : 0.8962}"
"CUST_003_ITEM_0243","2023-08-20","1992","{""avg_unit_price"" : 19.09, ""cust_instock"" : 0.9087}"
"CUST_003_ITEM_0243","2023-08-27","2123","{""avg_unit_price"" : 18.96, ""cust_instock"" : 0.9411}"
"CUST_003_ITEM_0243","2023-09-03","2101","{""avg_unit_price"" : 19.23, ""cust_instock"" : 0.9566}"
"CUST_003_ITEM_0243","2023-09-10","2104","{""avg_unit_price"" : 19.24, ""cust_instock"" : 0.9579}"
"CUST_003_ITEM_0243","2023-09-17","2288","{""avg_unit_price"" : 19.27, ""cust_instock"" : 0.9755}"
"CUST_003_ITEM_0243","2023-09-24","2244","{""avg_unit_price"" : 19.15, ""cust_instock"" : 0.9793}"
"CUST_003_ITEM_0243","2023-10-01","2325","{""avg_unit_price"" : 18.92, ""cust_instock"" : 0.9816}"
"CUST_003_ITEM_0243","2023-10-08","2434","{""avg_unit_price"" : 18.81, ""cust_instock"" : 0.9803}"
"CUST_003_ITEM_0243","2023-10-15","2352","{""avg_unit_price"" : 18.91, ""cust_instock"" : 0.9788}"
"CUST_003_ITEM_0243","2023-10-22","2160","{""avg_unit_price"" : 19.71, ""cust_instock"" : 0.9847}"
"CUST_003_ITEM_0243","2023-10-29","2529","{""avg_unit_price"" : 18.9, ""cust_instock"" : 0.9893}"
"CUST_003_ITEM_0243","2023-11-05","3385","{""avg_unit_price"" : 18.42, ""cust_instock"" : 0.9857}"
"CUST_003_ITEM_0243","2023-11-12","3998","{""avg_unit_price"" : 18.46, ""cust_instock"" : 0.9872}"
"CUST_003_ITEM_0243","2023-11-19","6059","{""avg_unit_price"" : 18.64, ""cust_instock"" : 0.9754}"
"CUST_003_ITEM_0243","2023-11-26","6991","{""avg_unit_price"" : 18.06, ""cust_instock"" : 0.9913}"
"CUST_003_ITEM_0243","2023-12-03","10050","{""avg_unit_price"" : 18.82, ""cust_instock"" : 0.9940}"
"CUST_003_ITEM_0243","2023-12-10","15662","{""avg_unit_price"" : 19.38, ""cust_instock"" : 0.9889}"
"CUST_003_ITEM_0243","2023-12-17","27156","{""avg_unit_price"" : 19.16, ""cust_instock"" : 0.8674}"
"CUST_003_ITEM_0243","2023-12-24","9812","{""avg_unit_price"" : 19.25, ""cust_instock"" : 0.8425}"
"CUST_003_ITEM_0243","2023-12-31","1772","{""avg_unit_price"" : 19.43, ""cust_instock"" : 0.8891}"
"CUST_003_ITEM_0243","2024-01-07","1680","{""avg_unit_price"" : 19.42, ""cust_instock"" : 0.9645}"
"CUST_003_ITEM_0243","2024-01-14","1775","{""avg_unit_price"" : 19.44, ""cust_instock"" : 0.9861}"
"CUST_003_ITEM_0243","2024-01-21","1897","{""avg_unit_price"" : 19.26, ""cust_instock"" : 0.9793}"
"CUST_003_ITEM_0243","2024-01-28","1966","{""avg_unit_price"" : 19.19, ""cust_instock"" : 0.9727}"
"CUST_003_ITEM_0243","2024-02-04","1980","{""avg_unit_price"" : 19.6, ""cust_instock"" : 0.9727}"
"CUST_003_ITEM_0243","2024-02-11","1914","{""avg_unit_price"" : 19.950000000000003, ""cust_instock"" : 0.9791}"
"CUST_003_ITEM_0243","2024-02-18","2448","{""avg_unit_price"" : 19.56, ""cust_instock"" : 0.9780}"
"CUST_003_ITEM_0243","2024-02-25","2286","{""avg_unit_price"" : 19.24, ""cust_instock"" : 0.9734}"
"CUST_003_ITEM_0243","2024-03-03","2109","{""avg_unit_price"" : 19.22, ""cust_instock"" : 0.9551}"
"CUST_003_ITEM_0243","2024-03-10","1914","{""avg_unit_price"" : 19.29, ""cust_instock"" : 0.9239}"
"CUST_003_ITEM_0243","2024-03-17","1837","{""avg_unit_price"" : 19.1, ""cust_instock"" : 0.9326}"
"CUST_003_ITEM_0243","2024-03-24","2235","{""avg_unit_price"" : 19.04, ""cust_instock"" : 0.9482}"
"CUST_003_ITEM_0243","2024-03-31","2159","{""avg_unit_price"" : 18.86, ""cust_instock"" : 0.9129}"
"CUST_003_ITEM_0243","2024-04-07","1713","{""avg_unit_price"" : 18.93, ""cust_instock"" : 0.8631}"
"CUST_003_ITEM_0243","2024-04-14","1385","{""avg_unit_price"" : 19.040000000000003, ""cust_instock"" : 0.8386}"
"CUST_003_ITEM_0243","2024-04-21","1503","{""avg_unit_price"" : 19.01, ""cust_instock"" : 0.9239}"
"CUST_003_ITEM_0243","2024-04-28","1769","{""avg_unit_price"" : 18.92, ""cust_instock"" : 0.9617}"
"CUST_003_ITEM_0243","2024-05-05","1755","{""avg_unit_price"" : 18.880000000000003, ""cust_instock"" : 0.9586}"
"CUST_003_ITEM_0243","2024-05-12","1487","{""avg_unit_price"" : 18.84, ""cust_instock"" : 0.9607}"
"CUST_003_ITEM_0243","2024-05-19","1565","{""avg_unit_price"" : 19.41, ""cust_instock"" : 0.9852}"
"CUST_003_ITEM_0243","2024-05-26","1527","{""avg_unit_price"" : 19.76, ""cust_instock"" : 0.9681}"
"CUST_003_ITEM_0243","2024-06-02","1603","{""avg_unit_price"" : 19.76, ""cust_instock"" : 0.9780}"
"CUST_003_ITEM_0243","2024-06-09","1554","{""avg_unit_price"" : 19.78, ""cust_instock"" : 0.9622}"
"CUST_003_ITEM_0243","2024-06-16","1602","{""avg_unit_price"" : 19.71, ""cust_instock"" : 0.9777}"
"CUST_003_ITEM_0243","2024-06-23","1829","{""avg_unit_price"" : 19.610000000000003, ""cust_instock"" : 0.9794}"
"CUST_003_ITEM_0243","2024-06-30","2016","{""avg_unit_price"" : 19.34, ""cust_instock"" : 0.9766}"
"CUST_003_ITEM_0243","2024-07-07","1784","{""avg_unit_price"" : 19.14, ""cust_instock"" : 0.9739}"
"CUST_003_ITEM_0243","2024-07-14","1961","{""avg_unit_price"" : 19.42, ""cust_instock"" : 0.9750}"
"CUST_003_ITEM_0243","2024-07-21","1794","{""avg_unit_price"" : 19.57, ""cust_instock"" : 0.9811}"
"CUST_003_ITEM_0243","2024-07-28","1982","{""avg_unit_price"" : 19.52, ""cust_instock"" : 0.9806}"
"CUST_003_ITEM_0243","2024-08-04","1888","{""avg_unit_price"" : 19.34, ""cust_instock"" : 0.9752}"
"CUST_003_ITEM_0243","2024-08-11","1906","{""avg_unit_price"" : 18.97, ""cust_instock"" : 0.9519}"
"CUST_003_ITEM_0243","2024-08-18","1871","{""avg_unit_price"" : 18.8, ""cust_instock"" : 0.9609}"
"CUST_003_ITEM_0243","2024-08-25","2075","{""avg_unit_price"" : 17.62, ""cust_instock"" : 0.9688}"
"CUST_003_ITEM_0243","2024-09-01","2303","{""avg_unit_price"" : 17.240000000000002, ""cust_instock"" : 0.9767}"
"CUST_003_ITEM_0243","2024-09-08","1975","{""avg_unit_price"" : 17.94, ""cust_instock"" : 0.9766}"
"CUST_003_ITEM_0243","2024-09-15","2284","{""avg_unit_price"" : 17.4, ""cust_instock"" : 0.9798}"
"CUST_003_ITEM_0243","2024-09-22","1742","{""avg_unit_price"" : 19.8, ""cust_instock"" : 0.9857}"
"CUST_003_ITEM_0243","2024-09-29","1688","{""avg_unit_price"" : 20, ""cust_instock"" : 0.9845}"
"CUST_003_ITEM_0243","2024-10-06","1661","{""avg_unit_price"" : 20.01, ""cust_instock"" : 0.9939}"
"CUST_003_ITEM_0243","2024-10-13","1669","{""avg_unit_price"" : 20.03, ""cust_instock"" : 0.9959}"
"CUST_003_ITEM_0243","2024-10-20","1895","{""avg_unit_price"" : 20.03, ""cust_instock"" : 0.9987}"
"CUST_003_ITEM_0243","2024-10-27","1832","{""avg_unit_price"" : 20.04, ""cust_instock"" : 0.9933}"
"CUST_003_ITEM_0243","2024-11-03","2151","{""avg_unit_price"" : 19.95, ""cust_instock"" : 0.9954}"
"CUST_003_ITEM_0243","2024-11-10","3345","{""avg_unit_price"" : 18.1, ""cust_instock"" : 0.9944}"
"CUST_003_ITEM_0243","2024-11-17","4039","{""avg_unit_price"" : 17.83, ""cust_instock"" : 0.9992}"
"CUST_003_ITEM_0243","2024-11-24","6817","{""avg_unit_price"" : 17.740000000000002, ""cust_instock"" : 0.9987}"
"CUST_003_ITEM_0243","2024-12-01","8944","{""avg_unit_price"" : 17.310000000000002, ""cust_instock"" : 0.9987}"
"CUST_003_ITEM_0243","2024-12-08","11703","{""avg_unit_price"" : 18.18, ""cust_instock"" : 0.9979}"
"CUST_003_ITEM_0243","2024-12-15","20773","{""avg_unit_price"" : 18.33, ""cust_instock"" : 0.9756}"
"CUST_003_ITEM_0243","2024-12-22","21999","{""avg_unit_price"" : 18.67, ""cust_instock"" : 0.9365}"
"CUST_003_ITEM_0243","2024-12-29","2195","{""avg_unit_price"" : 18.88, ""cust_instock"" : 0.9513}"
"CUST_003_ITEM_0243","2025-01-05","1480","{""avg_unit_price"" : 19, ""cust_instock"" : 0.9828}"
"CUST_003_ITEM_0243","2025-01-12","1554","{""avg_unit_price"" : 19.07, ""cust_instock"" : 0.9967}"
"CUST_003_ITEM_0243","2025-01-19","1574","{""avg_unit_price"" : 19.02, ""cust_instock"" : 0.9956}"
"CUST_003_ITEM_0243","2025-01-26","1668","{""avg_unit_price"" : 19.06, ""cust_instock"" : 0.9972}"
"CUST_003_ITEM_0243","2025-02-02","1641","{""avg_unit_price"" : 18.93, ""cust_instock"" : 0.9954}"
"CUST_003_ITEM_0243","2025-02-09","1783","{""avg_unit_price"" : 18.82, ""cust_instock"" : 0.9922}"
"CUST_003_ITEM_0243","2025-02-16","1703","{""avg_unit_price"" : 18.73, ""cust_instock"" : 0.9922}"
"CUST_003_ITEM_0243","2025-02-23","2187","{""avg_unit_price"" : 18.83, ""cust_instock"" : 0.9907}"
"CUST_003_ITEM_0243","2025-03-02","2076","{""avg_unit_price"" : 18.73, ""cust_instock"" : 0.9898}"
"CUST_003_ITEM_0243","2025-03-09","1993","{""avg_unit_price"" : 18.73, ""cust_instock"" : 0.9899}"
"CUST_003_ITEM_0243","2025-03-16","1968","{""avg_unit_price"" : 18.89, ""cust_instock"" : 0.9840}"
"CUST_003_ITEM_0243","2025-03-23","1685","{""avg_unit_price"" : 19, ""cust_instock"" : 0.9863}"
"CUST_003_ITEM_0243","2025-03-30","1806","{""avg_unit_price"" : 18.860000000000003, ""cust_instock"" : 0.9847}"
"CUST_003_ITEM_0243","2025-04-06","2087","{""avg_unit_price"" : 17.540000000000003, ""cust_instock"" : 0.9738}"
"CUST_003_ITEM_0243","2025-04-13","2168","{""avg_unit_price"" : 18.57, ""cust_instock"" : 0.9744}"
"CUST_003_ITEM_0243","2025-04-20","1868","{""avg_unit_price"" : 18.99, ""cust_instock"" : 0.9816}"
"CUST_003_ITEM_0263","2021-04-04","2780","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.8373}"
"CUST_003_ITEM_0263","2021-04-11","1477","{""avg_unit_price"" : 9.99, ""cust_instock"" : 0.7883}"
"CUST_003_ITEM_0263","2021-04-18","1252","{""avg_unit_price"" : 9.99, ""cust_instock"" : 0.7706}"
"CUST_003_ITEM_0263","2021-04-25","1294","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.8077}"
"CUST_003_ITEM_0263","2021-05-02","1500","{""avg_unit_price"" : 9.96, ""cust_instock"" : 0.8518}"
"CUST_003_ITEM_0263","2021-05-09","1656","{""avg_unit_price"" : 9.97, ""cust_instock"" : 0.8564}"
"CUST_003_ITEM_0263","2021-05-16","1780","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.8630}"
"CUST_003_ITEM_0263","2021-05-23","1836","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.8907}"
"CUST_003_ITEM_0263","2021-05-30","2056","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.9455}"
"CUST_003_ITEM_0263","2021-06-06","2138","{""avg_unit_price"" : 9.99, ""cust_instock"" : 0.9363}"
"CUST_003_ITEM_0263","2021-06-13","2105","{""avg_unit_price"" : 9.99, ""cust_instock"" : 0.9386}"
"CUST_003_ITEM_0263","2021-06-20","2141","{""avg_unit_price"" : 9.97, ""cust_instock"" : 0.9411}"
"CUST_003_ITEM_0263","2021-06-27","2273","{""avg_unit_price"" : 9.99, ""cust_instock"" : 0.9411}"
"CUST_003_ITEM_0263","2021-07-04","2318","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.9685}"
"CUST_003_ITEM_0263","2021-07-11","2921","{""avg_unit_price"" : 9.97, ""cust_instock"" : 0.9607}"
"CUST_003_ITEM_0263","2021-07-18","3024","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.9363}"
"CUST_003_ITEM_0263","2021-07-25","2578","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.9157}"
"CUST_003_ITEM_0263","2021-08-01","2638","{""avg_unit_price"" : 9.98, ""cust_instock"" : 0.8904}"
"CUST_003_ITEM_0263","2021-08-08","2399","{""avg_unit_price"" : 9.99, ""cust_instock"" : 0.9013}"
"CUST_003_ITEM_0263","2021-08-15","2722","{""avg_unit_price"" : 9.97, ""cust_instock"" : 0.9393}"
